time period,network rail region,network rail route,scheduled stops,recorded station stops,recorded_station_stops_%,time_to_3_%,cancellations_%,source_sheet
Apr 2023 to Mar 2024 Period 01,Eastern,Anglia,879772,834312,96.64207501207575,94.00200404644785,1.8721896127633069,3130c Region and route
Apr 2023 to Mar 2024 Period 01,Eastern,East Coast,247303,238766,99.93303365895717,87.1233760250622,3.3873426525355534,3130c Region and route
Apr 2023 to Mar 2024 Period 01,Eastern,East Midlands,218499,200651,95.41179267712792,81.19122257053291,3.752419919541966,3130c Region and route
Apr 2023 to Mar 2024 Period 01,Eastern,North & East,403921,366617,94.36706726623612,82.14048993909175,3.817578189794539,3130c Region and route
Apr 2023 to Mar 2024 Period 01,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (Private Railway),335105,310609,94.87546810187362,92.15444497744754,2.3034571253786127,3130c Region and route
Apr 2023 to Mar 2024 Period 01,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (TfW Cardiff Valleys),89492,59867,74.04333737353748,83.97781749544825,9.65225941983641,3130c Region and route
Apr 2023 to Mar 2024 Period 01,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (The Chiltern Railway Co Ltd),7332,5050,69.98337028824834,84.65346534653465,1.5821058374249863,3130c Region and route
Apr 2023 to Mar 2024 Period 01,North West & Central,Central,376311,357139,98.23439451201735,82.48469083466101,3.388952223028293,3130c Region and route
Apr 2023 to Mar 2024 Period 01,North West & Central,North West,833438,759040,92.83155568437957,87.64650084317032,1.8939621183579343,3130c Region and route
Apr 2023 to Mar 2024 Period 01,North West & Central,West Coast South,170863,166471,99.54196738759964,84.6255503961651,2.122168052767422,3130c Region and route
Apr 2023 to Mar 2024 Period 01,Scotland,Scotland,731934,656899,91.21000270756244,91.6819785081116,1.6024668890910931,3130c Region and route
Apr 2023 to Mar 2024 Period 01,Southern,High Speed,10351,10256,99.99025056059277,89.82059282371296,0.9081248188580814,3130c Region and route
Apr 2023 to Mar 2024 Period 01,Southern,Kent,782817,753276,97.7766239834892,89.42685018505833,1.5855557556874722,3130c Region and route
Apr 2023 to Mar 2024 Period 01,Southern,Sussex,600666,552516,94.42700277718437,91.30450520889892,2.587294769472552,3130c Region and route
Apr 2023 to Mar 2024 Period 01,Southern,Wessex,661685,629272,98.446192451862,89.43795369887744,3.397538103478241,3130c Region and route
Apr 2023 to Mar 2024 Period 01,Wales & Western,Wales,186059,139877,79.30479252065156,74.00358886736204,5.202650772066925,3130c Region and route
Apr 2023 to Mar 2024 Period 01,Wales & Western,Western,392985,353754,92.45497526285665,81.24120151291575,2.63674186037635,3130c Region and route
Apr 2023 to Mar 2024 Period 02,Eastern,Anglia,835266,793370,96.74323661895575,93.16813088470701,1.8183428991482953,3130c Region and route
Apr 2023 to Mar 2024 Period 02,Eastern,East Coast,215251,202781,99.89457868420405,83.90628313303515,5.69381791489935,3130c Region and route
Apr 2023 to Mar 2024 Period 02,Eastern,East Midlands,194225,181922,95.68848984057354,81.23646397906795,2.1140429913759813,3130c Region and route
Apr 2023 to Mar 2024 Period 02,Eastern,North & East,360432,327776,94.79047977095925,79.28432832178073,4.062347405335819,3130c Region and route
Apr 2023 to Mar 2024 Period 02,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (Private Railway),343182,320118,95.13023580630303,90.99238405837848,1.9456148632504036,3130c Region and route
Apr 2023 to Mar 2024 Period 02,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (TfW Cardiff Valleys),59675,42923,75.5819686564536,86.72739556880926,4.834520318391286,3130c Region and route
Apr 2023 to Mar 2024 Period 02,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (The Chiltern Railway Co Ltd),5309,3606,68.29545454545455,87.7149195784803,0.5462422301751743,3130c Region and route
Apr 2023 to Mar 2024 Period 02,North West & Central,Central,339400,327088,98.31940098413186,85.38772440444163,1.9802592810842665,3130c Region and route
Apr 2023 to Mar 2024 Period 02,North West & Central,North West,764082,696271,93.32015386471164,85.77479171184783,2.352103570035677,3130c Region and route
Apr 2023 to Mar 2024 Period 02,North West & Central,West Coast South,175816,170137,99.47321647820952,85.03500120491132,2.7176138690449108,3130c Region and route
Apr 2023 to Mar 2024 Period 02,Scotland,Scotland,705760,631648,90.92254321947287,92.03892041136835,1.5656880525957835,3130c Region and route
Apr 2023 to Mar 2024 Period 02,Southern,High Speed,9536,9481,99.91569185372536,90.47568821854234,0.4928691275167785,3130c Region and route
Apr 2023 to Mar 2024 Period 02,Southern,Kent,699734,674594,97.90615960906852,89.43349629554962,1.5310103553636096,3130c Region and route
Apr 2023 to Mar 2024 Period 02,Southern,Sussex,518070,484781,95.73008901983397,90.55243501704894,2.2518192522246028,3130c Region and route
Apr 2023 to Mar 2024 Period 02,Southern,Wessex,620364,599926,98.47234145228508,89.99809976563776,1.7942691710028307,3130c Region and route
Apr 2023 to Mar 2024 Period 02,Wales & Western,Wales,184931,140153,78.864798861085,70.31030373948471,3.9030773639898126,3130c Region and route
Apr 2023 to Mar 2024 Period 02,Wales & Western,Western,366511,333091,93.16214454926596,80.2897706632722,2.4479483562567017,3130c Region and route
Apr 2023 to Mar 2024 Period 03,Eastern,Anglia,849923,801962,96.72879554881719,91.67105174559393,2.451986827041979,3130c Region and route
Apr 2023 to Mar 2024 Period 03,Eastern,East Coast,215908,207310,99.92239879308433,79.31503545415079,3.9076829019767683,3130c Region and route
Apr 2023 to Mar 2024 Period 03,Eastern,East Midlands,182735,168019,97.13653076798558,74.79035109124564,5.342709387911457,3130c Region and route
Apr 2023 to Mar 2024 Period 03,Eastern,North & East,331868,298162,94.30969913206306,76.41114561882466,4.7356177757421625,3130c Region and route
Apr 2023 to Mar 2024 Period 03,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (Private Railway),345986,320160,95.24064505189509,91.61419290354823,2.840288335366171,3130c Region and route
Apr 2023 to Mar 2024 Period 03,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (TfW Cardiff Valleys),69974,51761,82.10818527918782,83.90873437530186,9.909394918112442,3130c Region and route
Apr 2023 to Mar 2024 Period 03,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (The Chiltern Railway Co Ltd),6984,5092,73.42465753424658,88.19717203456402,0.7016036655211914,3130c Region and route
Apr 2023 to Mar 2024 Period 03,North West & Central,Central,334823,320149,98.39627251688093,81.11035798956111,2.8241787451877562,3130c Region and route
Apr 2023 to Mar 2024 Period 03,North West & Central,North West,757038,682562,93.24388198104418,83.48867941666838,3.3049860112702403,3130c Region and route
Apr 2023 to Mar 2024 Period 03,North West & Central,West Coast South,175356,167001,99.74198634677752,79.43844647636841,4.518237186067201,3130c Region and route
Apr 2023 to Mar 2024 Period 03,Scotland,Scotland,707110,631840,91.42552865150819,89.63107748797164,2.264428448190522,3130c Region and route
Apr 2023 to Mar 2024 Period 03,Southern,High Speed,9091,8778,99.9203187250996,84.43836864889496,3.3659663403365965,3130c Region and route
Apr 2023 to Mar 2024 Period 03,Southern,Kent,685029,651803,98.08554982882511,85.58168649116375,2.993157953896842,3130c Region and route
Apr 2023 to Mar 2024 Period 03,Southern,Sussex,540914,507874,97.05606378241818,86.99342750367217,3.2602225122662754,3130c Region and route
Apr 2023 to Mar 2024 Period 03,Southern,Wessex,617944,590266,98.24994174240155,86.50100124350718,2.777597970042593,3130c Region and route
Apr 2023 to Mar 2024 Period 03,Wales & Western,Wales,182863,136871,79.61458145500445,65.59461098406528,5.985902014076112,3130c Region and route
Apr 2023 to Mar 2024 Period 03,Wales & Western,Western,369024,329266,92.23137254901961,78.39406437348528,3.258324661810614,3130c Region and route
Apr 2023 to Mar 2024 Period 04,Eastern,Anglia,849987,803158,96.74807324905981,93.33742551278826,2.3333298038675885,3130c Region and route
Apr 2023 to Mar 2024 Period 04,Eastern,East Coast,213373,207414,99.95807249121691,84.86794526888252,2.7519883021750644,3130c Region and route
Apr 2023 to Mar 2024 Period 04,Eastern,East Midlands,191096,178103,96.85564347282268,81.19739701184146,3.773496043873237,3130c Region and route
Apr 2023 to Mar 2024 Period 04,Eastern,North & East,355852,324980,95.07676824416046,78.46759800603114,3.946584535143824,3130c Region and route
Apr 2023 to Mar 2024 Period 04,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (Private Railway),342623,317505,95.3176504494119,92.64389537172643,2.7788560604512833,3130c Region and route
Apr 2023 to Mar 2024 Period 04,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (TfW Cardiff Valleys),88326,69606,82.45593252463988,89.628767634974,4.42678260081969,3130c Region and route
Apr 2023 to Mar 2024 Period 04,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (The Chiltern Railway Co Ltd),5897,4231,71.8092328581127,90.49870007090523,0.08478887569950823,3130c Region and route
Apr 2023 to Mar 2024 Period 04,North West & Central,Central,344130,327469,98.41469718462241,82.34183999096098,3.308633365297998,3130c Region and route
Apr 2023 to Mar 2024 Period 04,North West & Central,North West,757562,688828,93.28024917055996,85.34409170358929,2.522829814589433,3130c Region and route
Apr 2023 to Mar 2024 Period 04,North West & Central,West Coast South,176344,170426,99.64568034052107,83.38281717578305,3.012294152338611,3130c Region and route
Apr 2023 to Mar 2024 Period 04,Scotland,Scotland,692331,629157,91.94975447211505,91.50275686354917,1.1686606550912786,3130c Region and route
Apr 2023 to Mar 2024 Period 04,Southern,High Speed,9864,9635,99.94813278008299,84.85729112610275,2.2708840227088403,3130c Region and route
Apr 2023 to Mar 2024 Period 04,Southern,Kent,699929,674231,98.23914931314438,88.21501829491673,1.9449115553148963,3130c Region and route
Apr 2023 to Mar 2024 Period 04,Southern,Sussex,533212,501694,97.38076197426959,86.95639174476872,3.380269011200048,3130c Region and route
Apr 2023 to Mar 2024 Period 04,Southern,Wessex,551903,528256,98.25093925529144,86.70474164041677,2.580707117011504,3130c Region and route
Apr 2023 to Mar 2024 Period 04,Wales & Western,Wales,189288,144852,79.85137980838138,70.09430315080219,4.166138371159292,3130c Region and route
Apr 2023 to Mar 2024 Period 04,Wales & Western,Western,388148,347961,92.93532258581456,79.45200755257055,3.5388563125405774,3130c Region and route
Apr 2023 to Mar 2024 Period 05,Eastern,Anglia,860963,815928,96.77988698527771,94.15512153033112,2.077557339862456,3130c Region and route
Apr 2023 to Mar 2024 Period 05,Eastern,East Coast,214772,207165,99.94018013498062,84.46021287379625,3.4841599463617228,3130c Region and route
Apr 2023 to Mar 2024 Period 05,Eastern,East Midlands,191659,179144,96.8005835787426,81.82858482561515,3.440485445504777,3130c Region and route
Apr 2023 to Mar 2024 Period 05,Eastern,North & East,370471,328643,94.78874336262766,78.42156991020651,6.413457463607138,3130c Region and route
Apr 2023 to Mar 2024 Period 05,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (Private Railway),347819,313550,95.0785372066226,93.63992983575187,5.186318171232738,3130c Region and route
Apr 2023 to Mar 2024 Period 05,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (TfW Cardiff Valleys),91884,72002,81.88745337093985,89.4141829393628,4.305428583866614,3130c Region and route
Apr 2023 to Mar 2024 Period 05,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (The Chiltern Railway Co Ltd),2264,1560,69.36416184971098,91.66666666666666,0.6625441696113075,3130c Region and route
Apr 2023 to Mar 2024 Period 05,North West & Central,Central,346437,325483,98.33442095976991,84.72086099734855,4.45708743581084,3130c Region and route
Apr 2023 to Mar 2024 Period 05,North West & Central,North West,771210,692697,92.98982302726344,83.65389196142036,3.4093178252356684,3130c Region and route
Apr 2023 to Mar 2024 Period 05,North West & Central,West Coast South,108609,99188,99.51740260261465,78.07799330564181,8.231362041819738,3130c Region and route
Apr 2023 to Mar 2024 Period 05,Scotland,Scotland,702910,634866,91.68176967277863,90.3601704926709,1.485680954887539,3130c Region and route
Apr 2023 to Mar 2024 Period 05,Southern,High Speed,10028,9843,99.95937849091094,87.30061972975719,1.8049461507778222,3130c Region and route
Apr 2023 to Mar 2024 Period 05,Southern,Kent,725234,698202,98.23246783395355,89.3038117908571,1.9950802085947434,3130c Region and route
Apr 2023 to Mar 2024 Period 05,Southern,Sussex,531353,503172,97.3385177877082,89.57612903738682,2.7143913744723376,3130c Region and route
Apr 2023 to Mar 2024 Period 05,Southern,Wessex,565834,545796,98.3224885968136,89.66720166509099,1.8956089595181624,3130c Region and route
Apr 2023 to Mar 2024 Period 05,Wales & Western,Wales,189848,147256,80.67009603321993,70.28100722551204,3.848868568539042,3130c Region and route
Apr 2023 to Mar 2024 Period 05,Wales & Western,Western,394011,344537,92.5555206326948,77.6671300905273,5.523196052902076,3130c Region and route
Apr 2023 to Mar 2024 Period 06,Eastern,Anglia,847925,802970,96.75642978329606,92.7489196358519,2.1271928531414925,3130c Region and route
Apr 2023 to Mar 2024 Period 06,Eastern,East Coast,224939,216749,99.81257713348928,82.74870933660594,3.460049168885787,3130c Region and route
Apr 2023 to Mar 2024 Period 06,Eastern,East Midlands,195441,183767,97.24562369028216,80.6124059270707,3.309950317487119,3130c Region and route
Apr 2023 to Mar 2024 Period 06,Eastern,North & East,346084,314553,95.35231974779089,78.12483110954275,4.680655563389235,3130c Region and route
Apr 2023 to Mar 2024 Period 06,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (Private Railway),345743,319337,95.21845825394412,92.60874875131914,2.999337658318462,3130c Region and route
Apr 2023 to Mar 2024 Period 06,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (TfW Cardiff Valleys),91395,75545,85.01575512041414,90.58177245350454,2.773674708682094,3130c Region and route
Apr 2023 to Mar 2024 Period 06,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (The Chiltern Railway Co Ltd),7148,5218,74.55350764394913,91.68263702568034,2.084499160604365,3130c Region and route
Apr 2023 to Mar 2024 Period 06,North West & Central,Central,336003,322850,98.55156519482898,83.55985751897165,2.502358609893364,3130c Region and route
Apr 2023 to Mar 2024 Period 06,North West & Central,North West,745475,669238,93.02440014344849,84.47652404675168,3.494818739729703,3130c Region and route
Apr 2023 to Mar 2024 Period 06,North West & Central,West Coast South,159654,154516,99.30908600111832,82.31768878303865,2.5448782993222845,3130c Region and route
Apr 2023 to Mar 2024 Period 06,Scotland,Scotland,707408,634625,91.3755320190519,90.77801851487098,1.8212969036256306,3130c Region and route
Apr 2023 to Mar 2024 Period 06,Southern,High Speed,9493,9425,99.97878434284502,87.0450928381963,0.6952491309385863,3130c Region and route
Apr 2023 to Mar 2024 Period 06,Southern,Kent,698552,672183,98.0145786156002,87.56856391786165,1.8256335963536,3130c Region and route
Apr 2023 to Mar 2024 Period 06,Southern,Sussex,552960,522598,97.35867475445997,87.52635869253231,2.9267939814814814,3130c Region and route
Apr 2023 to Mar 2024 Period 06,Southern,Wessex,572172,550849,98.31690996806948,87.34135852111922,2.07857077941598,3130c Region and route
Apr 2023 to Mar 2024 Period 06,Wales & Western,Wales,183964,147443,83.11049231705805,70.50860332467462,3.564827901111087,3130c Region and route
Apr 2023 to Mar 2024 Period 06,Wales & Western,Western,380410,339483,92.95428720069,77.34231169160164,3.9943744906811074,3130c Region and route
Apr 2023 to Mar 2024 Period 07,Eastern,Anglia,831438,786592,96.84016654806724,92.24413673162198,2.3068466921165496,3130c Region and route
Apr 2023 to Mar 2024 Period 07,Eastern,East Coast,218340,207806,99.8880017688991,81.6800284881091,4.717871210039388,3130c Region and route
Apr 2023 to Mar 2024 Period 07,Eastern,East Midlands,188878,176633,97.24237786415037,79.38833626785483,3.83104437785237,3130c Region and route
Apr 2023 to Mar 2024 Period 07,Eastern,North & East,358084,327508,95.34439592430859,75.42991316242656,4.072787390668112,3130c Region and route
Apr 2023 to Mar 2024 Period 07,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (Private Railway),340412,319100,95.20825874209334,91.2234409276089,1.5428363277440278,3130c Region and route
Apr 2023 to Mar 2024 Period 07,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (TfW Cardiff Valleys),94923,79873,86.2419694433947,90.40977551863584,2.43144443390959,3130c Region and route
Apr 2023 to Mar 2024 Period 07,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (The Chiltern Railway Co Ltd),6305,4165,69.17455572164091,83.04921968787515,4.50436161776368,3130c Region and route
Apr 2023 to Mar 2024 Period 07,North West & Central,Central,332964,318881,98.41368306375205,81.59752384118212,2.685875950553213,3130c Region and route
Apr 2023 to Mar 2024 Period 07,North West & Central,North West,756345,676137,93.12399371402678,80.94483810233724,4.003992886843967,3130c Region and route
Apr 2023 to Mar 2024 Period 07,North West & Central,West Coast South,176161,169380,99.64232769371955,82.1065060810013,3.5041808345774603,3130c Region and route
Apr 2023 to Mar 2024 Period 07,Scotland,Scotland,683695,600779,91.46434851448973,86.82843441598325,3.927189755665904,3130c Region and route
Apr 2023 to Mar 2024 Period 07,Southern,High Speed,9431,9339,100.0,86.97933397580042,0.9755063089810201,3130c Region and route
Apr 2023 to Mar 2024 Period 07,Southern,Kent,715824,690409,98.45896051852854,85.7268662488467,2.040864793580545,3130c Region and route
Apr 2023 to Mar 2024 Period 07,Southern,Sussex,529459,500705,97.40546492309967,85.93343385825986,2.9118401991466762,3130c Region and route
Apr 2023 to Mar 2024 Period 07,Southern,Wessex,598092,573941,98.39213467736406,84.03267931721204,2.4698541361529665,3130c Region and route
Apr 2023 to Mar 2024 Period 07,Wales & Western,Wales,177232,143156,83.70863715303157,71.33337058872839,3.5067030784508444,3130c Region and route
Apr 2023 to Mar 2024 Period 07,Wales & Western,Western,380921,344452,93.07048403395858,79.67031690917747,2.8412715497439103,3130c Region and route
Apr 2023 to Mar 2024 Period 08,Eastern,Anglia,863985,817924,96.84857656070353,90.83460076975368,2.250733519679161,3130c Region and route
Apr 2023 to Mar 2024 Period 08,Eastern,East Coast,243693,229421,99.9011530690448,75.78774392928284,5.763399030747704,3130c Region and route
Apr 2023 to Mar 2024 Period 08,Eastern,East Midlands,215359,196943,97.3625406618614,74.6936930990185,6.074043805924062,3130c Region and route
Apr 2023 to Mar 2024 Period 08,Eastern,North & East,383478,335320,95.06879530950093,68.4143504711917,8.022624505186739,3130c Region and route
Apr 2023 to Mar 2024 Period 08,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (Private Railway),338199,312516,95.26910238236773,89.80020222964585,3.0053311807545264,3130c Region and route
Apr 2023 to Mar 2024 Period 08,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (TfW Cardiff Valleys),96443,80737,85.55729817942903,88.1615616136344,2.153603683004469,3130c Region and route
Apr 2023 to Mar 2024 Period 08,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (The Chiltern Railway Co Ltd),8027,5349,67.94106439730724,83.36137595812302,1.9185249781985796,3130c Region and route
Apr 2023 to Mar 2024 Period 08,North West & Central,Central,371830,350529,98.36262922180691,78.73813578905026,4.159427695452223,3130c Region and route
Apr 2023 to Mar 2024 Period 08,North West & Central,North West,792446,705814,92.90277913059045,79.28576083784114,4.127978436385571,3130c Region and route
Apr 2023 to Mar 2024 Period 08,North West & Central,West Coast South,181042,171943,99.27138362056522,81.08442914221573,4.328829774306515,3130c Region and route
Apr 2023 to Mar 2024 Period 08,Scotland,Scotland,685688,606639,91.52573826166591,82.52057648782885,3.336940416049282,3130c Region and route
Apr 2023 to Mar 2024 Period 08,Southern,High Speed,10143,9937,100.0,84.38160410586696,2.030957310460416,3130c Region and route
Apr 2023 to Mar 2024 Period 08,Southern,Kent,778447,746750,98.60624187084464,84.0305323066622,2.7159202874441033,3130c Region and route
Apr 2023 to Mar 2024 Period 08,Southern,Sussex,596701,561115,97.45403578487392,83.42995642604457,3.50711662960176,3130c Region and route
Apr 2023 to Mar 2024 Period 08,Southern,Wessex,649399,617218,98.47835278537865,79.31751828365343,3.4869163642075214,3130c Region and route
Apr 2023 to Mar 2024 Period 08,Wales & Western,Wales,178587,144684,85.22002391372212,65.66102678941694,4.933169827591034,3130c Region and route
Apr 2023 to Mar 2024 Period 08,Wales & Western,Western,396720,350436,93.04689304689305,74.2015660491502,5.065789473684211,3130c Region and route
Apr 2023 to Mar 2024 Period 09,Eastern,Anglia,843652,797924,96.84636736913268,89.56655019776319,2.3404199835951314,3130c Region and route
Apr 2023 to Mar 2024 Period 09,Eastern,East Coast,221068,211422,99.9380769830728,77.12158621146334,4.304105524092135,3130c Region and route
Apr 2023 to Mar 2024 Period 09,Eastern,East Midlands,196990,182638,97.26790507434707,70.09165671985019,4.681455911467587,3130c Region and route
Apr 2023 to Mar 2024 Period 09,Eastern,North & East,371171,327498,95.21037988446767,60.91853996054938,7.327619884096547,3130c Region and route
Apr 2023 to Mar 2024 Period 09,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (Private Railway),322927,296948,95.26938365635417,87.31495076579064,3.4788048072784252,3130c Region and route
Apr 2023 to Mar 2024 Period 09,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (TfW Cardiff Valleys),96631,84550,91.65212301221666,79.73033707865169,4.532706895302749,3130c Region and route
Apr 2023 to Mar 2024 Period 09,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (The Chiltern Railway Co Ltd),6817,4743,70.25625833209895,76.9976807927472,0.9681678157547308,3130c Region and route
Apr 2023 to Mar 2024 Period 09,North West & Central,Central,349440,328468,98.27897791873616,74.55673003154037,4.355540293040293,3130c Region and route
Apr 2023 to Mar 2024 Period 09,North West & Central,North West,771767,683155,93.44437422888267,73.69645248882026,5.271668780862618,3130c Region and route
Apr 2023 to Mar 2024 Period 09,North West & Central,West Coast South,180955,168815,99.28191677056624,79.32115037170867,6.0340968749136525,3130c Region and route
Apr 2023 to Mar 2024 Period 09,Scotland,Scotland,702150,631332,91.79993194964273,84.69759175837753,2.054261909848323,3130c Region and route
Apr 2023 to Mar 2024 Period 09,Southern,High Speed,9649,9498,100.0,86.14445146346598,1.5649290081873768,3130c Region and route
Apr 2023 to Mar 2024 Period 09,Southern,Kent,725797,698801,98.53731242262126,81.24587686623231,2.290309824923498,3130c Region and route
Apr 2023 to Mar 2024 Period 09,Southern,Sussex,521242,487655,97.08885734365698,81.86135690190811,3.638425146093369,3130c Region and route
Apr 2023 to Mar 2024 Period 09,Southern,Wessex,605146,565552,98.43356214929197,72.7837581690101,5.055639465517412,3130c Region and route
Apr 2023 to Mar 2024 Period 09,Wales & Western,Wales,179055,148246,88.07547663040573,60.139228039879654,5.997040015637653,3130c Region and route
Apr 2023 to Mar 2024 Period 09,Wales & Western,Western,391088,340686,93.08309790656881,71.33812366812843,6.4144131244118965,3130c Region and route
Apr 2023 to Mar 2024 Period 10,Eastern,Anglia,789394,739393,96.08621070551389,91.55077205221039,2.518894240391997,3130c Region and route
Apr 2023 to Mar 2024 Period 10,Eastern,East Coast,212095,200912,99.93782239090316,78.60157680974756,5.213701407388198,3130c Region and route
Apr 2023 to Mar 2024 Period 10,Eastern,East Midlands,204594,180798,96.95510414208799,70.45376608148321,8.8555871628689,3130c Region and route
Apr 2023 to Mar 2024 Period 10,Eastern,North & East,349588,312137,95.16952253186169,73.32645601130274,6.180990194171425,3130c Region and route
Apr 2023 to Mar 2024 Period 10,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (Private Railway),292357,271505,95.85517837914173,91.0970332038084,3.116737413504722,3130c Region and route
Apr 2023 to Mar 2024 Period 10,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (TfW Cardiff Valleys),89221,77026,90.54957973314525,87.33025212265989,4.658096188117147,3130c Region and route
Apr 2023 to Mar 2024 Period 10,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (The Chiltern Railway Co Ltd),6215,4340,72.74555816292323,85.82949308755761,4.006436041834272,3130c Region and route
Apr 2023 to Mar 2024 Period 10,North West & Central,Central,333969,309572,98.14067468305873,81.30354166397478,5.549018022630843,3130c Region and route
Apr 2023 to Mar 2024 Period 10,North West & Central,North West,717183,634543,93.82247831287714,80.8583500251362,5.697290649666821,3130c Region and route
Apr 2023 to Mar 2024 Period 10,North West & Central,West Coast South,170505,156450,99.41854923267563,81.80441035474593,7.706518870414357,3130c Region and route
Apr 2023 to Mar 2024 Period 10,Scotland,Scotland,622266,553634,92.15330198493612,85.67826397945213,3.4536677240922695,3130c Region and route
Apr 2023 to Mar 2024 Period 10,Southern,High Speed,9400,9098,99.93409490333919,81.09474609804353,3.148936170212766,3130c Region and route
Apr 2023 to Mar 2024 Period 10,Southern,Kent,701772,659474,98.60187642507383,81.54877978510146,4.6948296597755395,3130c Region and route
Apr 2023 to Mar 2024 Period 10,Southern,Sussex,538157,500015,97.12216241834699,84.69905902822916,4.334422854297166,3130c Region and route
Apr 2023 to Mar 2024 Period 10,Southern,Wessex,578061,542925,98.44604212186874,82.74660404291568,4.595708757380276,3130c Region and route
Apr 2023 to Mar 2024 Period 10,Wales & Western,Wales,175986,143799,86.81784427016356,71.23137156725707,5.8828543179571104,3130c Region and route
Apr 2023 to Mar 2024 Period 10,Wales & Western,Western,369105,319390,92.59640445659517,76.22843545508627,6.5504395768141865,3130c Region and route
Apr 2023 to Mar 2024 Period 11,Eastern,Anglia,816709,776667,96.87146866230123,92.05283602882574,1.8316193405484695,3130c Region and route
Apr 2023 to Mar 2024 Period 11,Eastern,East Coast,216284,209541,99.93180214036359,81.10393669973895,3.0515433411625454,3130c Region and route
Apr 2023 to Mar 2024 Period 11,Eastern,East Midlands,209480,196619,97.30386455977474,74.11389540176687,3.5387626503723504,3130c Region and route
Apr 2023 to Mar 2024 Period 11,Eastern,North & East,371707,345028,95.13683426853984,78.64695039243192,2.4325611301374472,3130c Region and route
Apr 2023 to Mar 2024 Period 11,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (Private Railway),319591,296833,95.46863843664971,91.78393237948612,2.712529451705461,3130c Region and route
Apr 2023 to Mar 2024 Period 11,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (TfW Cardiff Valleys),100942,88588,90.55855413804383,89.87334627714814,3.088902538091181,3130c Region and route
Apr 2023 to Mar 2024 Period 11,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (The Chiltern Railway Co Ltd),7059,5178,74.00314420465915,86.65507918115102,0.8783113755489446,3130c Region and route
Apr 2023 to Mar 2024 Period 11,North West & Central,Central,350411,335618,98.11584415736283,81.92498614496243,2.3823453030869466,3130c Region and route
Apr 2023 to Mar 2024 Period 11,North West & Central,North West,781553,705128,93.82329029777166,82.25400211025516,3.839023073291255,3130c Region and route
Apr 2023 to Mar 2024 Period 11,North West & Central,West Coast South,179133,172672,99.50957509955452,85.36473776871757,3.1317512686104743,3130c Region and route
Apr 2023 to Mar 2024 Period 11,Scotland,Scotland,639903,571404,92.00685940632322,87.90015470665239,2.9470091560752176,3130c Region and route
Apr 2023 to Mar 2024 Period 11,Southern,High Speed,10645,10478,100.0,86.5336896354266,1.5688116486613433,3130c Region and route
Apr 2023 to Mar 2024 Period 11,Southern,Kent,742784,717068,98.41305132501911,83.35415888032934,1.9053991469929348,3130c Region and route
Apr 2023 to Mar 2024 Period 11,Southern,Sussex,548632,518602,96.89583271053182,85.50159852835122,2.4453549920529607,3130c Region and route
Apr 2023 to Mar 2024 Period 11,Southern,Wessex,606126,581233,98.31277655241472,86.00492401498194,2.461204436041351,3130c Region and route
Apr 2023 to Mar 2024 Period 11,Wales & Western,Wales,200052,169706,87.32877064786703,78.12098570468929,2.860256333353328,3130c Region and route
Apr 2023 to Mar 2024 Period 11,Wales & Western,Western,397048,353743,92.43494802636049,79.11251954102272,3.61518002861115,3130c Region and route
Apr 2023 to Mar 2024 Period 12,Eastern,Anglia,827451,789191,97.14805892468725,92.85280749527047,1.8239146487224016,3130c Region and route
Apr 2023 to Mar 2024 Period 12,Eastern,East Coast,223314,214449,99.94686875183513,81.07475437050302,3.9186974394798355,3130c Region and route
